NodeId  AwarenessDistance  WasInformed  AwarenessTime  SafelyInformed
2  49  1  84  0
4  84  1  84  0
5  325  1  86  1
7  402  1  86  1
8  419  1  86  1
10  558  1  86  1
11  592  1  86  1
13  636  1  86  1
14  592  1  97  1
16  591  1  111  1
17  607  1  111  1
19  646  1  116  1
20  737  1  116  1
