TotalKb,TotalPackets,InSatisfiedInterests,OutSatisfiedInterests,TotalNodes,TotalConsumers,TotalProducers,AverageAwarenessDistance,MinimumAwarenessDistance,MaximumAwarenessDistance,TotalInformed,TotalInformedBefore,TotalSafelyInformed,TotalInformedAfter
4407240.45204817,14766194.3914084,152.999999999965,62.9999999999921,110,72,38,817.083333333333,-198,1047,70,70,67,2
