NodeId  AwarenessDistance  WasInformed  AwarenessTime  SafelyInformed
2  57  1  108  0
4  92  1  108  0
5  25  1  151  0
7  57  1  151  0
8  73  1  151  0
10  234  1  151  1
11  251  1  151  1
13  283  1  151  1
14  301  1  151  1
16  553  1  151  1
17  569  1  151  1
19  641  1  151  1
20  692  1  151  1
