NodeId  AwarenessDistance  WasInformed  AwarenessTime  SafelyInformed
2  57  1  108  0
4  92  1  108  0
5  42  1  149  0
7  74  1  149  0
8  90  1  149  0
10  252  1  149  1
11  268  1  149  1
13  301  1  149  1
14  321  1  149  1
16  571  1  149  1
17  588  1  149  1
19  661  1  149  1
20  714  1  149  1
