,TotalKb,TotalPackets,InSatisfiedInterests,OutSatisfiedInterests,TotalNodes,TotalConsumers,TotalProducers,AverageAwarenessDistance,MinimumAwarenessDistance,MaximumAwarenessDistance,TotalInformed,TotalInformedBefore,TotalSafelyInformed,TotalInformedAfter
non-infra,6839075.24382206,22837354.2446001,378.999999999932,195.99999999998,165,109,56,895.128440366972,-198,1047,107,107,104,2
sparse-infra,6831974.29905642,22729330.9829569,441.999999999921,250.999999999959,166,109,57,895.128440366972,-198,1047,107,107,104,2
mod-infra,6771257.04228287,22667021.7874657,370.999999999917,186.999999999959,167,109,58,895.128440366972,-198,1047,107,107,104,2
dense-infra,6832805.66580893,22837432.7811772,308.999999999917,165.999999999957,168,109,59,895.128440366972,-198,1047,107,107,104,2
