NodeId  AwarenessDistance  WasInformed  AwarenessTime  SafelyInformed
2  -941  0  188  0
4  -946  0  188  0
5  13  1  113  0
7  70  1  113  0
8  87  1  113  0
10  46  1  129  0
11  62  1  129  0
13  95  1  129  0
14  152  1  129  1
16  -31  1  162  0
17  -14  1  162  0
19  48  1  162  0
20  86  1  162  0
