TotalKb,TotalPackets,InSatisfiedInterests,OutSatisfiedInterests,TotalNodes,TotalConsumers,TotalProducers,AverageAwarenessDistance,MinimumAwarenessDistance,MaximumAwarenessDistance,TotalInformed,TotalInformedBefore,TotalSafelyInformed,TotalInformedAfter
4480669.11461476,14929130.1446438,189.999999999835,75.9999999999736,112,72,40,812.263888888889,-211,1047,70,70,67,2
