,TotalKb,TotalPackets,InSatisfiedInterests,OutSatisfiedInterests,TotalNodes,TotalConsumers,TotalProducers,AverageAwarenessDistance,MinimumAwarenessDistance,MaximumAwarenessDistance,TotalInformed,TotalInformedBefore,TotalSafelyInformed,TotalInformedAfter
non-infra,10395359.6308176,35047951.2879687,49.9919359180786,36.9973759795186,165,109,56,51.6880733944954,-946,409,39,107,30,2
sparse-infra,10407196.8252878,35074062.7660089,59.6671359999999,38.9103359998361,166,109,57,79.4128440366973,-946,677,39,107,34,2
mod-infra,7169704.56566666,24078426.0562912,344.679999999981,195.919999999986,167,109,58,868.05504587156,-211,1047,107,107,104,2
dense-infra,6351159.24789428,21273233.0900927,419.999999997667,227.99999999875,168,109,59,892.56880733945,-302,1047,107,107,104,2
