TotalKb,TotalPackets,InSatisfiedInterests,OutSatisfiedInterests,TotalNodes,TotalConsumers,TotalProducers,AverageAwarenessDistance,MinimumAwarenessDistance,MaximumAwarenessDistance,TotalInformed,TotalInformedBefore,TotalSafelyInformed,TotalInformedAfter
10385182.6031906,35016949.1791915,53.7951999999539,27.7999999999868,165,109,56,71.5137614678899,-23,595,31,108,23,1
