,TotalKb,TotalPackets,InSatisfiedInterests,OutSatisfiedInterests,TotalNodes,TotalConsumers,TotalProducers,AverageAwarenessDistance,MinimumAwarenessDistance,MaximumAwarenessDistance,TotalInformed,TotalInformedBefore,TotalSafelyInformed,TotalInformedAfter
non-infra,7154625.24987705,23920733.3681486,334.999999860734,165.999999971328,165,109,56,1199.81651376147,57,1368,109,109,107,0
sparse-infra,7117826.74290725,23794455.4253908,398.999999795198,202.999999938559,166,109,57,1199.81651376147,57,1368,109,109,107,0
mod-infra,7130681.02936114,23830265.5884991,307.999999836159,144.999999971328,167,109,58,1199.81651376147,57,1368,109,109,107,0
dense-infra,7230464.0947178,24103071.1526911,382.999998701566,200.999999373311,168,109,59,1201.44036697248,57,1371,109,109,107,0
