,TotalKb,TotalPackets,InSatisfiedInterests,OutSatisfiedInterests,TotalNodes,TotalConsumers,TotalProducers,AverageAwarenessDistance,MinimumAwarenessDistance,MaximumAwarenessDistance,TotalInformed,TotalInformedBefore,TotalSafelyInformed,TotalInformedAfter
persistent-static,4490440.93056025,15100913.475183,154.700239999913,71.9871039999304,111.5,72,39.5,639.131944444444,23.25,906,64.25,72,59.5,0
persistent-mobile,5415298.48834716,18255607.6798228,86.5705931694077,45.8390297047039,111.5,72,39.5,570.854166666666,22.25,979,49.75,72,44.5,0
transient-static,4572319.99969368,15378008.0842594,147.379583994539,70.6379935982691,111.5,72,39.5,603.368055555555,-607.75,883.5,62.25,70,59,2
transient-mobile,5415298.48834716,18255607.6798228,86.5705931694077,45.8390297047039,111.5,72,39.5,570.854166666666,22.25,979,49.75,72,44.5,0
