,TotalKb,TotalPackets,InSatisfiedInterests,OutSatisfiedInterests,TotalNodes,TotalConsumers,TotalProducers,AverageAwarenessDistance,MinimumAwarenessDistance,MaximumAwarenessDistance,TotalInformed,TotalInformedBefore,TotalSafelyInformed,TotalInformedAfter
non-infra,5788711.02123189,19552303.9920119,26.9999999918079,17.7999999959039,110,72,38,61.1388888888889,0,443,25,72,18,0
sparse-infra,5823860.06765889,19672898.3425839,34.7999999918078,20.599999995904,111,72,39,88.9583333333333,0,455,30,72,23,0
mod-infra,5424743.66310246,18254925.070953,111.882559991808,58.9561598935039,112,72,40,1074.58333333333,57,1575,72,72,70,0
dense-infra,4623879.20139539,15542303.3137423,172.599812702207,85.9999589335038,113,72,41,1058.73611111111,32,1443,72,72,67,0
